"gene","M-F_log2ratio","pval","chr","human_ortholog"
"CHST15",0.10633231476771,0.186343447416265,"9","CHST15"
"CPSF3L",0.106290772673659,0.0178205419726272,"1","CPSF3L"
"LOC100429791",0.106261102024083,0.252058705682072,"13",NA
"ARHGAP1",0.105995497448037,0.0733092254118242,"14","ARHGAP1"
"GLIPR2",0.105932647915895,0.0441243267054896,"15","GLIPR2"
"DNTTIP1",0.105913160741371,0.124977350192629,"10","DNTTIP1"
"MCM7",0.105852037802434,0.1874383258571,"3","MCM7"
"MAB21L1",0.105771087091722,0.088592008019978,"17","MAB21L1"
"SNRPD3",0.105763228839064,0.105371384431122,"10","SNRPD3"
"STARD13",0.105733117650109,0.0913383428469017,"17","STARD13"
"MCOLN1",0.105707066254718,0.0540736733011835,"19","MCOLN1"
"PPP1R1A",0.105678276423405,0.264980258262719,"11","PPP1R1A"
"SLC43A3",0.105669963912294,0.00209806273858759,"14","SLC43A3"
"METTL1",0.105558489455551,0.0612617365913943,"11","METTL1"
"SF3A1",0.105469287077053,0.0881017084131963,"10","SF3A1"
"PEX10",0.105214591103552,0.00885469078897838,"1","PEX10"
"DIS3",0.105089514930163,0.255610627554911,"17","DIS3"
"FLI1",0.105042790300061,0.209210355746774,"14","FLI1"
"FLAD1",0.104870259763635,0.10459376548147,"1","FLAD1"
"AGA",0.104764851500831,0.403711629521519,"5","AGA"
"EEPD1",0.104748153520508,0.0716921249438236,"3","EEPD1"
"SLC35D1",0.104577623014395,0.0371777506622397,"1","SLC35D1"
"SDK1",0.104470745505868,0.214446563080006,"3","SDK1"
"HILPDA",0.104404116938786,0.656443691549095,"3","HILPDA"
"UQCRC1",0.104347071990966,0.195622697669862,"2","UQCRC1"
"TNFSF10",0.104299309313974,0.087256247243472,"2","TNFSF10"
"LOC714372",0.104290110773094,0.288703062655991,"1","SH3BGRL3"
"LOC719149",0.104012630098335,0.268297626049508,"19","PGLS"
"LOC701911",0.103991249762137,0.377161836860374,"14","KIAA1377"
"BLMH",0.103761074831592,0.251529222182192,"16","BLMH"
"LOC100427361",0.103755560391745,0.0568693487399856,"4",NA
"BGLAP",0.103620995790105,0.200465891631339,"1","BGLAP"
"VEGFC",0.103414324265523,0.114130613621728,"5","VEGFC"
"PRPF19",0.103351898071468,0.0844409295219655,"14","PRPF19"
"LOC703713",0.103349370440293,0.0859400008475891,"1","B3GALT6"
"LOC700629",0.103338436864545,0.594331237228947,"7",NA
"LOC703934",0.103151176290033,0.0940623867317718,"19",NA
"LOC695720",0.102859901278238,0.207530594825318,"7","CDC42BPB"
"TCEA2",0.102800519498077,0.16698030958202,"10","TCEA2"
"FUT10",0.102676764448356,0.164259380568114,"8","FUT10"
"EIF1B",0.102511066840699,0.169181195612525,"2","EIF1B"
"EXOSC2",0.10245989308373,0.144629441134684,"15","EXOSC2"
"IQCK",0.102326147603357,0.0526156638318642,"20","IQCK"
"BOD1",0.102320960157354,0.0505420037939204,"6","BOD1"
"ZDHHC4",0.102179455894338,0.0778732727564863,"3","ZDHHC4"
"DCTN3",0.102143302750657,0.176835172112318,"15","DCTN3"
"POLR3E",0.102079444013342,0.257476391052392,"20","POLR3E"
"COL2A1",0.102047628085771,0.135290856492622,"11","COL2A1"
"LOC714181",0.102044202951643,0.249574774950895,"1","DMRTA2"
"PSMG2",0.101979004185461,0.425920042838563,"2","PSMG2"
"ZNRD1",0.101957702952709,0.167243067625844,"4","ZNRD1"
"LOC697236",0.101868157387576,0.125689222694895,"4",NA
"LOC700147",0.101858679785528,0.0569304399198466,"15",NA
"SLC9A8",0.101847919587274,0.155840223684938,"10",NA
"MYST1",0.101831662015563,0.194399542174479,"20","KAT8"
"FAM43A",0.101771466343663,0.23646631821897,"2","FAM43A"
"MARCH3",0.101692390175689,0.196814512901057,"6","MARCH3"
"ZCCHC9",0.101577011577082,0.131606843137751,"6","ZCCHC9"
"TMEM101",0.101497915228019,0.19706663057671,"16","TMEM101"
"GJA1",0.101470459978529,0.356068964606509,"4","GJA1"
"ARSA",0.101389382776372,0.0179550581066923,"10","ARSA"
"UBE2Q1",0.101355754701885,0.268655735451011,"1",NA
"HIST1H2AC",0.101280203536776,0.386973664143457,"4","HIST1H2AC"
"CYYR1",0.10115186192279,0.133379405941224,"3","CYYR1"
"TMEM60",0.101013926701753,0.155892788199334,"3","TMEM60"
"LOC711043",0.101000508444054,0.323704170303061,"1","RPS3A"
"CKB",0.100939613446429,0.0929348871483959,"7",NA
"KRR1",0.100873929639098,0.371601052717044,"11","KRR1"
"GLTPD1",0.100847741217525,0.0390602296144691,"1","GLTPD1"
"RFTN1",0.100794557235809,0.11219120220989,"2","RFTN1"
"MKI67",0.100650852533936,0.432119165222412,"9","MKI67"
"BBS2",0.100617862732815,0.092943523877359,"20","BBS2"
"VPS52",0.100599107325272,0.120023953457141,"4","VPS52"
"NDUFS8",0.100585215880683,0.26026556664082,"14","NDUFS8"
"NEK9",0.100550562787,0.0592918658752442,"7","NEK9"
"LOC698255",0.100513080044815,0.0311044363508656,"8",NA
"C4H6orf136",0.100511675500017,0.20863245326232,"4","C6orf136"
"HAGH",0.100262579340172,0.318304586737938,"20","HAGH"
"SRSF12",0.10019288999628,0.205441102218171,"4","SRSF12"
"LOC718532",0.100028821130177,0.244135873552729,"1","APOA1BP"
"LOC708784",0.0999478134263775,0.176738974952226,"20","QPRT"
"PLEKHG3",0.0999426523428541,0.175702329830553,"7","PLEKHG3"
"GGH",0.0999367688367226,0.254661921191225,"8","GGH"
"CEP44",0.0998358377527324,0.555524176861798,"5","CEP44"
"PSMF1",0.0998330891734076,0.3354842178836,"10","PSMF1"
"CAPG",0.0998320398798891,0.149524785270741,"13","CAPG"
"JAGN1",0.0998165500605158,0.259973113392273,"2","JAGN1"
"ZFPM2",0.0996850739491987,0.261310491876843,"8","ZFPM2"
"NUBP1",0.0996312164941441,0.253359604804796,"20","NUBP1"
"AP3B2",0.0996088121801136,0.0821685477704504,"7","AP3B2"
"SLC25A20",0.0996040755066667,0.255701574031584,"2","SLC25A20"
"PDRG1",0.099578538102093,0.0744954234247768,"10","PDRG1"
"WDR20",0.0995721063238121,0.0252926757405605,"7","WDR20"
"RBM10",0.0995555376701904,0.0874245438783434,"X","RBM10"
"TIMP2",0.0995139550934427,0.17633101525794,"16","TIMP2"
"TXNIP",0.0994804853933161,0.262037729569118,"1","TXNIP"
"KLF4",0.099304745997257,0.476472806045272,"15","KLF4"
"SAAL1",0.0992896784666178,0.0310477448269586,"14","SAAL1"
"LRRC28",0.0992133652054703,0.122250679288219,"7","LRRC28"
"TSPAN3",0.0991998944506184,0.224728065297537,"7","TSPAN3"
"ACOT7",0.0991132988083243,0.305088178257023,"1","ACOT7"
"LOC710897",0.0990575045689107,0.377831781224153,"3","ZNF736"
"RALGAPA1",0.0990222989206778,0.123427806230243,"7","RALGAPA1"
"COL4A2",0.0988882203485602,0.119733372580462,"17","COL4A2"
"ZZEF1",0.0987717345467313,0.0755886217656542,"16","ZZEF1"
"SH2B3",0.0986803998154071,0.0667086644110155,"11","SH2B3"
"MRPS34",0.0985954418564234,0.08572715528385,"20","MRPS34"
"LOC710296",0.0985126720867607,0.0411492726553547,"11","ORMDL2"
"LOC709710",0.0984515418193461,0.0336248615867927,"2",NA
"RRM2",0.0984243417580034,0.31228143232309,"13","RRM2"
"LOC712839",0.0984185890449298,0.15461797491552,"14","C1QTNF4"
"RSAD1",0.0983273159960465,0.0130746584498482,"16","RSAD1"
"SAV1",0.0983012573217815,0.0379640893018645,"7","SAV1"
"CLPB",0.0982822355117698,0.0428793748651641,"14","CLPB"
"TMEM59",0.0982380049206047,0.0520260347025112,"1","TMEM59"
"TC2N",0.0982109233654473,0.0587390138446764,"7","TC2N"
"RFC4",0.0982035401932901,0.354400081398402,"2","RFC4"
"GNA11",0.0982020245025133,0.360087758623304,"19","GNA11"
"JMJD8",0.0981900143186597,0.196206688353674,"20","JMJD8"
"SMIM12",0.0979016247611596,0.202994036031444,"1","C1orf212"
"TNKS1BP1",0.0976921001277378,0.105821590103805,"14","TNKS1BP1"
"MRPL51",0.0976550898148481,0.189457004950909,"11","MRPL51"
"LOC716888",0.097636773536481,0.151760821787826,"11","RPL15"
"FZD6",0.09754413750673,0.0940518943996471,"8","FZD6"
"CAD",0.0975354269049987,0.043143807569487,"13","CAD"
"ZRANB3",0.097499183605887,0.133548622645818,"13","ZRANB3"
"PRR3",0.0974202770583178,0.391009544757193,"4","PRR3"
"EPHB2",0.097384727639162,0.27782827299235,"1",NA
"FBXL18",0.0973355157434264,0.143150997413594,"3","FBXL18"
"DDX41",0.0972858755667251,0.170894137407601,"6","DDX41"
"MCM5",0.0972335747464032,0.0994276384896844,"10","MCM5"
"MPV17",0.0971004874990823,0.193614019593978,"13","MPV17"
"GTF2IRD1",0.0970595290398748,0.0878735344736123,"3","GTF2IRD1"
"RAE1",0.0970459902926422,0.0749046464183569,"10","RAE1"
"PHLDB2",0.0970150557816883,0.0489291286374163,"2","PHLDB2"
"C5orf35",0.0969928939842403,0.180466687159117,"6","SETD9"
"SEC13",0.0969688098732185,0.187324899316015,"2","SEC13"
"STRN4",0.0967687815357571,0.277169994989149,"19","STRN4"
"SERINC2",0.0965737024093229,0.303435120751814,"1","SERINC2"
"TXNDC12",0.0965719094413748,0.250541006676789,"16","TXNDC12"
"TRIP13",0.0965600175998818,0.0828142932075047,"6","TRIP13"
"NUDT6",0.0963992803862331,0.28647373775922,"5","NUDT6"
"PDLIM4",0.0963791446726518,0.212799689923144,"6","PDLIM4"
"LOC714684",0.0963443361520282,0.0138478075603696,"7","ADCY4"
"LOC713847",0.0963285687309895,0.1093977003796,"13","PSMC1"
"STRADA",0.0963013607815272,0.192578623760715,"16","STRADA"
"LOC719101",0.0962652737346822,0.0883540139170573,"19","AKT1S1"
"LOC716859",0.096247601222556,0.341060708680069,"19",NA
"SRSF4",0.0961409355232929,0.135574854013429,"1","SRSF4"
"PPP1R11",0.0961252675138708,0.157319184581331,"4","PPP1R11"
"LOC100428896",0.0960874086909004,0.0660057162734659,"11",NA
"LOC100425286",0.0960871782608598,0.426395319034534,"4",NA
"IDH3B",0.0960797036412566,0.15219553362968,"10","IDH3B"
"MYD88",0.0960777852708654,0.142348118152359,"2","MYD88"
"PSMC6",0.0960732582994686,0.224162200043077,"7","PSMC6"
"SNAPIN",0.0960529402781232,0.157537888744028,"1","SNAPIN"
"ZNF362",0.0960486333001657,0.0660742819439938,"1","ZNF362"
"LOC709445",0.096008711958457,0.276959440558032,"16","RNF157"
"EHMT2",0.0959171735783339,0.158620269354037,"4",NA
"LOC721654",0.0958492613023972,0.0100312628265986,"13",NA
"TPX2",0.0957733704702128,0.0823270188008869,"10","TPX2"
"LOC710328",0.0957502130682361,0.0151532204520024,"7","TIPIN"
"ARHGEF11",0.0957200694920464,0.140694463280828,"1","ARHGEF11"
"LOC100430420",0.0956541679278664,0.00801440823375099,"1",NA
"CCDC127",0.0956219938531852,0.1580515021795,"6","CCDC127"
"CRYGA",0.0955033148360949,0.331586308948362,"12","CRYGA"
"LOC718775",0.0954279219816849,0.0597699612278262,"1",NA
"LOC717481",0.0953414421830754,0.115921695458614,"1","TSEN15"
"BANF1",0.0953338310758154,0.117512999684268,"14","BANF1"
"DDT",0.095330130436859,0.281058392592128,"11",NA
"LOC721262",0.0952982299385498,0.00735647575298126,"16",NA
"METTL3",0.0952900844235779,0.151694591602595,"7","METTL3"
"ALG3",0.0952886604146263,0.0710123277217665,"2","ALG3"
"CEL",0.0952762475565237,0.0985754373107657,"15","CEL"
"ZFP112",0.0951318274235688,0.0577255699771239,"19","ZFP112"
"LOC695727",0.0951263317627006,0.253032233143303,"1","FBLIM1"
"SERPING1",0.0951244144747731,0.209506211883494,"14","SERPING1"
"IGF2BP3",0.0950775163375838,0.31617212316964,"3","IGF2BP3"
"LOC696918",0.0950506557463839,0.270292476419437,"20",NA
"FLYWCH1",0.0950037557257584,0.256672310053244,"20","FLYWCH1"
"SCG3",0.0950027401747604,0.103791081980074,"7","SCG3"
"HES6",0.0949738556316421,0.0238708823370826,"12",NA
"SPINK2",0.0949281390059755,0.340698448233839,"5","SPINK2"
"TSEN34",0.0947022256882018,0.0461833532813658,"19","TSEN34"
"LOC716074",0.0946837879284555,0.227694627601541,"4","STK19"
"LOC703329",0.094542792513675,0.0410057833307377,"4",NA
"SRM",0.0945050779431338,0.45670942735205,"1","SRM"
"GPATCH4",0.0944202382953617,0.201971547461366,"1","GPATCH4"
"DAD1",0.0943991941901566,0.298967335338264,"7","DAD1"
"DDRGK1",0.0940881950408955,0.191820066928244,"10","DDRGK1"
"LOC697506",0.0939572216029899,0.19994966825873,"1",NA
"FRMD8",0.0939382118354392,0.62600878875287,"14","FRMD8"
"SSRP1",0.0939377505889779,0.247039399281879,"14","SSRP1"
"TUBB",0.0938933040891994,0.224770951302118,"4","TUBB"
"RNMTL1",0.0937498694994287,0.259058599034547,"16","RNMTL1"
"PSMB2",0.0936983111751166,0.179188564253783,"1","PSMB2"
"LOC705720",0.0934118489850957,0.20383549889646,"7","FAM174B"
"PAFAH1B3",0.093392109209151,0.254396489468657,"19","PAFAH1B3"
"C14H11orf73",0.0933612821801136,0.247326961800728,"14","C11orf73"
"GAA",0.0933264624132728,0.0285475072087951,"16","GAA"
"LOC700034",0.0932531318041465,0.0691967286915322,"20",NA
"ST13",0.0932165417137585,0.232992937280586,"10","ST13"
"TUBG1",0.0931504263503323,0.174071349989982,"16","TUBG1"
"SMC2",0.0931161106498474,0.230744259910213,"15","SMC2"
"WDR67",0.0929975367268411,0.127208747965879,"8","WDR67"
"MRPL37",0.0929612446950955,0.15378552534055,"1","MRPL37"
"CTDSP2",0.0929552130203434,0.0501526167063677,"11","CTDSP2"
"LOC709008",0.0928075866288356,0.473513462227809,"11",NA
"ARL2BP",0.0927663858093427,0.0546922112139573,"20","ARL2BP"
"MSX2",0.0926959560565983,0.458954797061854,"6","MSX2"
"VAMP4",0.0926713958755337,0.292418607515395,"1","VAMP4"
"ZNF281",0.0925822505364039,0.650581286088872,"1","ZNF281"
"LOC696885",0.0925165042504835,0.176803497840853,"6",NA
"DKK2",0.0924979443556044,0.151477351982057,"5","DKK2"
"PDIA5",0.0924613633519719,0.0984405341484036,"2","PDIA5"
"CTNNAL1",0.0924236746744937,0.299192857484169,"15","CTNNAL1"
"VPS41",0.0924052442905725,0.33165334629223,"3","VPS41"
"CRABP2",0.0924015293184623,0.375729064380703,"1",NA
"CINP",0.0923838654456904,0.52031326212062,"7","CINP"
"DNMT1",0.0922599657657231,0.203076382695249,"19",NA
"VPS37C",0.0921031684750987,0.126358919858067,"14","VPS37C"
"ORAI1",0.0920436206489027,0.0485563360447845,"11","ORAI1"
"FGFR3",0.0920267751789951,0.384708789831794,"1","FGFR3"
"ST3GAL1",0.0920141723607832,0.101290419712601,"8","ST3GAL1"
"AP2S1",0.091917383371903,0.422973885758945,"19","AP2S1"
"S100PBP",0.0918847148213843,0.0828917947553994,"1","S100PBP"
"CREG1",0.091866318909001,0.37504647006521,"1","CREG1"
"LOC715993",0.0918019035198502,0.366754026495139,"1","PPAP2B"
"BCAP31",0.0917544229304401,0.101155598209221,"X","BCAP31"
"LMAN2L",0.0917388151457312,0.159864532967619,"13","LMAN2L"
"LOC721967",0.0916643739715959,0.127143483959316,"14","DPF2"
"PCBP2",0.0916210152532875,0.162267966907095,"11",NA
"TNRC18",0.0916105958137808,0.0802379238815865,"3","TNRC18"
"RGS16",0.0916069005835805,0.14720222490939,"1","RGS16"
"PON2",0.0915997382237106,0.358382366169177,"3","PON2"
"TPM1",0.0915993513177416,0.181838770626426,"7",NA
"METTL11A",0.0915628252087459,0.0907064160954547,"15","NTMT1"
"DIAPH3",0.0915589089336681,0.286331213912519,"17","DIAPH3"
"WWC1",0.0914940154355177,0.0823171884759788,"6","WWC1"
"SUCLA2",0.0914318735017525,0.405341964282701,"17","SUCLA2"
"LOH12CR1",0.0914234277780049,0.167963671488942,"11","LOH12CR1"
"LOC720005",0.0914233022229747,0.312568976578587,"3","RHBDD2"
"MARCKSL1",0.0913440342809687,0.212231296966227,"1","MARCKSL1"
"KHSRP",0.0913023161926039,0.126827671995145,"19","KHSRP"
"EDNRB",0.0912241830055009,0.323349598549582,"17","EDNRB"
"CHERP",0.0911385352952273,0.132207725892451,"19","CHERP"
"LOC100424818",0.0911037045154063,0.189501762216066,"7",NA
"FUCA1",0.090995609719813,0.166489500974479,"1","FUCA1"
"GUF1",0.0909527745640717,0.37001984747263,"5","GUF1"
"RFESD",0.0909332947085468,0.252567486844861,"6","RFESD"
"SSBP3",0.0909135004125404,0.186917621225125,"1","SSBP3"
"NCOR2",0.0908869768091434,0.129549164248286,"11","NCOR2"
"RASSF4",0.0908652650271277,0.363726056727435,"9","RASSF4"
"DFNA5",0.090818381594533,0.289424221876617,"3","DFNA5"
"KLC4",0.0907994106391947,0.116060392851077,"4","KLC4"
"LOC710142",0.0907651857250264,0.262811036318829,"5","SLC39A8"
"LOC712701",0.0907568134651335,0.330221177174621,"16","FAM64A"
"ALDOA",0.0907492098648851,0.206919901265531,"20","ALDOA"
"ZNF346",0.09065848085169,0.196733951259096,"6","ZNF346"
"GPR124",0.0906583405071458,0.160262346559269,"8","GPR124"
"VCAN",0.0905643371198008,0.111412305743569,"6","VCAN"
"GAK",0.090551258207761,0.100705893196,"1","GAK"
"CLU",0.090541023728887,0.347338119183816,"8",NA
"C7H14orf119",0.0904552655147563,0.238536225794887,"7",NA
"LYRM2",0.090420398611794,0.199582238643847,"4","LYRM2"
"LOC712579",0.0903601415357386,0.220823053382237,"11","TMTC1"
"GRPEL1",0.0903368931097742,0.294604593838358,"5","GRPEL1"
"APEH",0.09028511266573,0.160656153279942,"2","APEH"
"PRKCH",0.0901760792820218,0.16719694518461,"7","PRKCH"
"LOC714951",0.0901696254544003,0.336254299126644,"14","COX4I1"
"PPME1",0.0900647218712534,0.296299939805826,"14","PPME1"
"PRDX3",0.0900305745114791,0.155406028011452,"9","PRDX3"
"LEF1",0.0900229259113347,0.0996333453545563,"5",NA
"RAD51C",0.0899658514470806,0.0390702270549759,"16","RAD51C"
"CEP89",0.0898828583356632,0.241731230760297,"19","CEP89"
"TMEM219",0.0898746054168926,0.0419069877103593,"20","TMEM219"
"SNX5",0.089861953738121,0.217093084049422,"10","SNX5"
"CLN8",0.0898437421547791,0.259856932990816,"8","CLN8"
"LOC717186",0.0898356397871524,0.14435145787375,"16","DCAF7"
"SH2D3C",0.0897379489369573,0.150599395214981,"15","SH2D3C"
"DRG1",0.0897188012228464,0.2184587621572,"10","DRG1"
"LOC721259",0.0897153856092522,0.200390766187365,"19","NDUFS7"
"ISYNA1",0.0897106224817183,0.291348364465278,"19","ISYNA1"
"FGFR1",0.0896835754377526,0.128011370910901,"8",NA
"LOC711178",0.0896379507598558,0.284278307199197,"2","DHX30"
"RPP30",0.0895771318401981,0.286960959291188,"9","RPP30"
"ZNF177",0.0895462693309123,0.02287075764121,"19","ZNF177"
"LPIN2",0.0895406709083989,0.0695580577782449,"18","LPIN2"
"TIE1",0.0895348453888517,0.0532432272037181,"1",NA
"LOC100427799",0.0895318325189458,0.0289249237514528,"12",NA
"NBAS",0.0895036520481754,0.17538364671125,"13","NBAS"
"LOC100430928",0.0894703578328679,0.121370311138693,"10",NA
"SPAG11B",0.0894560108938888,0.0316921678897026,"8","SPAG11B"
"PTPLAD1",0.0894121335265515,0.285591216526054,"7","PTPLAD1"
"SLC25A4",0.0893587752905423,0.321275013198677,"5","SLC25A4"
"LOC696445",0.0892828814549955,0.219631285576885,"9","DHTKD1"
"EXOC3",0.0891730301858143,0.166763016533571,"6","EXOC3"
"ZNF594",0.08912300864267,0.165592438161548,"16","ZNF594"
"LOC705675",0.089093184743327,0.341032989814765,"13","FAM110C"
"C10H20orf24",0.0890726138829433,0.390234499395678,"10","C20orf24"
"FBXO3",0.0889634601239406,0.288480403356826,"14","FBXO3"
"MGME1",0.0889404697508499,0.133932837785389,"10","C20orf72"
"LOC710801",0.0889395678304236,0.11743738799298,"14","C11orf93"
"PCDH20",0.0889047030018429,0.359593844632254,"17","PCDH20"
"GTPBP10",0.0888867545887463,0.241710161697584,"3","GTPBP10"
"POLR2L",0.0888614483772719,0.160220956489657,"14","POLR2L"
"LOC722589",0.0888382803617717,0.265423962490267,"3","HMGN1"
"IFT122",0.0888313326086572,0.161400692022635,"11","IFT122"
"LOC716059",0.0887823078299198,0.1969917213465,"10","KIAA1644"
"ID1",0.0887672812896683,0.106095366881602,"10","ID1"
"ENTPD6",0.0887550257398906,0.127220998737804,"10","ENTPD6"
"MCM3",0.0887188704256663,0.375602612259146,"4","MCM3"
"LOC714892",0.0886221380381491,0.409937774261935,"7",NA
"IRF3",0.0885647312819499,0.129668825773938,"19","IRF3"
"ZNF193",0.0885292590297579,0.162689564911702,"4","ZNF193"
"LOC702449",0.0884314907945409,0.265525416041955,"1","UBR4"
"TGFB1I1",0.0883275662238082,0.0430115831364635,"20","TGFB1I1"
"LOC714964",0.0882175388930594,0.558997446118466,"4","HLA-B"
"HSPB6",0.0882045875211742,0.00613171652939837,"19","HSPB6"
"BAG1",0.0881872459282774,0.120182042457388,"15","BAG1"
"PLA2G16",0.0881430442478524,0.157681473864695,"14","PLA2G16"
"LOC718875",0.0880143489173348,0.0111685339243308,"1",NA
"DEK",0.0880020569593677,0.25096620455368,"4","DEK"
"LOC713358",0.0878573997926478,0.233823020485427,"14","CHEK1"
"LOC708909",0.0878498468396945,0.206430465704106,"12",NA
"EFTUD2",0.0878256472130206,0.163305395752522,"16","EFTUD2"
"LOC701559",0.0877724574663978,0.0520875578086373,"17","KIAA1704"
"C19H19orf54",0.0877601326720677,0.162624647239674,"19","C19orf54"
"LOC717864",0.087677508621492,0.338493797018193,"14","NUDT22"
"APH1A",0.087632747284005,0.0691905182698159,"1","APH1A"
"SUMO3",0.0876243029917866,0.143128843302382,"3","SUMO3"
"EPS15L1",0.0875562068516997,0.434707411101331,"19","EPS15L1"
"LOC709520",0.0875308920053192,0.208886637216698,"13",NA
"REPIN1",0.0874490698418831,0.0936328370649523,"3","REPIN1"
"LOC721470",0.0874359577932018,0.0528847165611035,"15","EHMT1"
"INSM2",0.0874268350112384,0.268806349486234,"7","INSM2"
"ILF3",0.0872466544629146,0.171029217485109,"19",NA
"MRPL34",0.0872409724765634,0.233132968807291,"19","MRPL34"
"HEXA",0.0872367189646769,0.0538000943336885,"7","HEXA"
"VPS36",0.0872315120418768,0.199620002807585,"17","VPS36"
"ERGIC3",0.0871967379400547,0.159101118510351,"10","ERGIC3"
"KIF1A",0.087118827494353,0.339531013693994,"12","KIF1A"
"RRNAD1",0.0871069863943362,0.0834348702138765,"1","RRNAD1"
"LRRC57",0.0871069726389586,0.355230387486583,"7","LRRC57"
"TEX261",0.0870274484021419,0.257299740231017,"13","TEX261"
"FAM118B",0.0869335892287663,0.123265914890363,"14","FAM118B"
"LOC100426971",0.0869206803094549,0.227165275427294,"20",NA
"PRDX6",0.0869182130755499,0.194144240800659,"1","PRDX6"
"LOC711250",0.0868381312475096,0.127311182750133,"15","UBAC1"
"LOC709385",0.0868228653863049,0.272679162186227,"11",NA
"STAU1",0.0867578253712901,0.175919222529341,"10","STAU1"
"ICAM2",0.086692589532929,0.00784946917336704,"16","ICAM2"
"ZSCAN21",0.0866899000309494,0.198875778516684,"3","ZSCAN21"
