NCX_E50	NCX_E70	NCX_E80	NCX_E90	NCX_E120	NCX_0M	NCX_3M	NCX_12M	NCX_48M	HP_E50	HP_E70	HP_E80	HP_E90	HP_E120	HP_0M	HP_3M	HP_12M	HP_48M	AM_E50	AM_E70	AM_E80	AM_E90	AM_E120	AM_0M	AM_3M	AM_12M	AM_48M	BG_E50	BG_E70	BG_E80	BG_E90	BG_E120	BG_0M	BG_3M	BG_12M	BG_48M	TH_E70	TH_E80	TH_E90	TH_E120
LOC705134	C1H1orf95	LOC701932	ANXA1	RGS1	LOC711027	IL5	TMEM41A	LOC100430802	SEMA5A	LOC100424015	KCND3	USP2	C19orf70	LOC696116	LOC100428589	MPP5	C19H19orf52	NHLRC1	NEK2	LYSMD2	LOC707785	KRT1	LOC708599	ATP6V1B2	PRTG	SPOPL	CASKIN1	STAT3	HEY2	GALNT5	ID1	GPR34	NEXN	GRHL1	RNF181	ATXN1L	NAA15	HUS1	LOC718426
LOC709738	REP15	NCK1	PTPRB	SLC25A4	METTL7B	LOC100429822	KCNN2	CUTC	LOC100425608	PHKA2	LOC715375	LOC703830	TNFSF10	GADL1	EFCAB6	MAB21L2	SIRT7	GPRASP1	PLD2	TANK	RHAG	KCNAB1	KCNMB2	SLC15A4	MRC2	BAG3	HEATR5B	CKMT2	SYPL1	LOC100426240	ACSS2	C6H5orf22	MGMT	TMEM100	MPV17L2	C3orf31	ARID4A	ITGB3	PRDX4
RAB33A	WIPF1	FOLR2	LOC712221	GLIPR1	LOC721973	LOC693800	ALG3	KRR1	LOC701749	LGALS1	CCNY	PYROXD2	SRPX	CAMKK2	CRYGD	LOC707387	ATP5D	LOC100430236	HTR2A	NT5E	RAB33B	ZNF334	LOC694313	PPFIA4	LOC709169	PIGK	NCOA7	LOC100430625	LOC715526	LOC722581	IRF8	LOC707075	MRPS7	NMD3	ST3GAL6	KLC3	MXRA5	SGK1	VSTM2L
ERCC4	C14H11orf87	LOC100430368	RBBP6	SOBP	LOC714702	AK8	ABT1	JAK2	PIP4K2B	C12H2orf88	LOC703270	HTR1D	DPYS	BSCL2	SERPINB5	ARGLU1	NTHL1	LOC697910	LOC722368	TRAF3IP2	VAMP4	EEF1D	MAL	ZBTB40	GGT1	BCAP29	GFRA1	NGB	LOC699173	SYT17	SERPINB8	LOC719614	LOC699602	MIPOL1	CHRNA7	SAR1B	EYA1	DSEL	SOX9
TMEM108	PIPOX	HHEX	PHF17	LOC711963	LOC714447	BATF	TP53BP2	AHCTF1	GAB2	PIK3CA	ORC6L	APRT	HPCAL4	LOC709004	LOC100426729	PAIP2	DNAJC27	SOX2	TMEM2	ACTA1	C3H7orf60	IKBKB	BCAP29	EPHB6	LOC100424666	AMD1	LOC699332	UNC5D	GABRA4	ST6GALNAC1	TAGAP	CHSY3	FAM176A	LOC708668	DNAJC30	ABCA5	LOC712879	SGK2	LOC708579
LOC699214	TMEM220	LOC695259	BICC1	GPR155	LOC701364	SLC25A37	TNFAIP6	NKD2	EXOC8	LOC711458	ABLIM3	LOC694650	LOC100424198	LOC697915	LOC722397	FBXO3	ZNF211	FHDC1	AMZ1	DIAPH3	LOC713582	APLP2	HINT1	NDE1	LOC701067	LOC100427307	LOC718873	LOC721394	HNMT	C5H4orf43	SETD3	TDRD7	ILVBL	RAD54B	CDK13	HPDL	CARTPT	DOCK4	FEZ1
PPP2R5E	LMBRD1	MERTK	SLC6A15	NDUFS2	PPP1R12A	PON2	SSH1	SLC19A3	LOC721312	PAQR6	IL1RAP	LOC705519	RPTOR	SYP	UBB	LOC722401	ZSWIM7	LGR4	DGKG	LOC100424753	TRPM3	ZNF570	MSN	SRGN	LOC702562	ADAM9	LOC705537	MYO3A	TRIM9	KALRN	STK33	PPTC7	ACOX1	DPY19L4	HIST1H2BJ	LOC714529	TRPS1	MME	PLD5
KDM6B	PTPN13	LOC710188	ABI2	LOC718144	CYP2R1	LOC715949	F8A1	LOC100430420	ANKH	LOC696006	PLEKHG1	LOC715695	DNALI1	SYTL2	ITM2B	SCNN1G	S100A1	KCTD2	SPRED2	BNC2	NFIC	PON3	FREM1	PITPNM3	C5H4orf47	PCNP	SRGAP2	OVGP1	ZNF331	LAMA1	RRAD	SH3GL2	ACSS2	LOC718993	KLHDC8B	KLK15	TM7SF3	LOC100426884	SIDT1
LOC100425402	LOC706521	GOLGA7B	IRF2	SSX2IP	C6H5orf22	COX7AH	CPNE9	LOC709436	ZNF300	TDRD9	COL9A1	FAM43A	LOC710937	LOC708552	GEM	LOC717757	PIP4K2C	STON2	LOC715021	SASS6	TRAPPC6B	ENTPD3	ZNF382	LOC714530	LOC707266	LOC713180	ZNF300	LOC703400	LOC100425933	SAG	ADAMTS4	OLFM3	NDUFAF3	TMEM47	NXF1	YIPF5	NEK7	USP9X	ETFB
IGSF11	LOC712219	NAPB	C13H2orf70	UST	NMT1	SBDS	RBM19	LOC718993	SRCRB4D	TMEM220	UNC119B	ACACB	SDHB	SLC25A45	PRELID2	RRN3	LRRC39	LOC100429982	ZNRF3	GEM	GAL3ST1	GRIN2C	PLAGL1	RAPGEF5	IL17F	CDKL2	COL4A2	MMRN1	ELK3	LOC712994	PDLIM5	PTGS1	PLEKHO2	CCDC91	BRE	PTK2B	SCUBE2	NCOA1	FTSJ3
ZNF92	HSD17B6	AKAP7	CRIM1	P2RX7	HOMER2	SIPA1L1	AP4B1	RALGPS2	LOC698077	LOC100430310	PAX6	IRF1	LOC698345	ITFG2	ARID3A	LOC100426798	USP25	LOC718099	CATSPER2	LOC100428219	TMEM104	C1H1orf50	C6H5orf34	CHI3L1	IGFBP5	LOC693974	GPR12	LOC706046	LOC699880	SNX16	GRASP	GGCT	SNRNP25	ZNF10	SAMD4A	LOC709004	LOC717920	KCNN2	FXR1
LOC697993	GALNTL2	NPEPPS	MUTED	TOM1L2	MYO18A	LOC694029	LOC719766	LOC703176	LOC720399	ZBTB44	MAP4	LOC712473	TCEA2	LOC100427889	DPY30	EFCAB7	UEVLD	SYT16	TASP1	COPA	DDX56	TANC1	MDH1B	ZNF334	PARD3B	ZNF804A	LOC702990	ABCB6	KCND2	MRPL52	UROS	ZSCAN30	ARPC1B	CAMTA1	LOC722104	LOC100426158	MAD2L2	KIAA0100	KLHL12
ACOT9	PADI2	REP15	ACTN4	LOC719538	CABYR	SHISA3	RFTN2	GLRA3	LOC100431004	DAB1	EIF2S3	LOC714346	LOC719963	COL12A1	RPRML	APOE	LSM7	LOC100428139	FOS	GALNT1	C1H1orf27	LOC715356	PRRX1	SNTA1	DENND2C	PSMA1	SLC18A2	LOC712221	ORC6L	LIG3	ASB13	PEX13	F8A1	LOC698068	LOC715793	TPX2	LOC707995	LOC706521	LOC705519
ZNF148	PHF20	GAB1	LOC713250	LOC100424654	LONRF2	SYNE1	TNKS1BP1	DSTN	LOC100425350	TRAF3IP2	ZNF827	WDR16	GCH1	HSPB6	LOC100428333	LOC697611	FRYL	SPATA17	STMN4	LOC719213	C15H9orf41	LOC702449	CNKSR3	C3H21orf59	LOC100425626	LOC707400	VPS13D	CES2	KLF3	LOC700223	POLD2	OAF	NDUFA10	CDKN3	SST	RIMS4	LOC714410	RAB13	TYROBP
PER2	LOC706509	SOX8	POC1B	DPP3	LOC706042	FLOT1	CBLN4	LOC715695	LOC718834	LOC701620	DIXDC1	LOC100426158	LOC715782	LOC722083	KCNA1	EIF1B	MAN1B1	PNPLA8	GNRH1	GUCY1B3	TTBK1	CYBRD1	CDH26	LOC704306	WFIKKN2	ANXA7	C6H5orf24	CHGB	KCTD3	LOC700894	ALK	LOC718635	PLEKHG3	NET1	PHF15	LOC718424	LOC701749	LOC100426088	HFE
LOC696367	SYT2	CHSY3	LOC100428834	UQCRQ	RASGRP1	CYGB	LOC100424920	TMX3	RCAN1	KIF3C	DSC2	LOC694854	TYRO3	PLAG1	RHCG	FUCA2	AP3S2	NLGN4Y	LOC100427283	KRT1	PLA2G6	MRPL40	USP2	LOC710702	PVRL3	LOC707845	ACAT1	RHCG	LOC695278	ENPP4	LOC716082	LOC708599	GPBP1L1	ZBTB16	XPC	RIPK2	PLXNA2	TCTE1	GINS4
RNF10	CNTNAP4	CALY	LOC717900	DGKH	LOC716059	LOC695372	LOC714709	RNFT1	LOC703329	PPAPDC1A	FERMT2	SUCO	ATP5O	CYYR1	FAM165B	MOXD1	PBXIP1	CPNE4	SH2D5	GPBP1L1	MAGEH1	UQCRC1	PGAM5	LOC717153	LOC698788	CDK17	LOC712426	SDR16C5	STXBP6	LOC701620	LOC710246	DECR1	CRTAP	DNAJB4	CLDN23	AIFM1	LOC717758	GFM1	DRD5
ALKBH8	LOC700636	LOC696004	LOC716641	KCNS3	NUDT12	DUSP13	PNCK	LOC709607	BAG4	DNAJA4	LOC705323	LOC702153	LOC694656	TSPYL5	PLEKHO2	LOC712734	SERPING1	MYH10	LOC721849	RPS6	LOC706051	ZNF831	FMNL1	LOC709738	GRIN1	TNN	TMEM44	LOC719257	LOC698788	SUB1	ENTPD3	LOC100427799	LOC710188	NAMPT	PAH	EEF1G	LOC100424015	MFN1	TSPAN9
SLC1A1	LOC706480	LOC711175	LOC718945	ASTN1	SH3BP1	HIPK1	KLHDC2	CRLF1	LOC718456	LOC720563	LOC718873	WDR60	SERF2	LOC100426423	LOC717315	UBE2V2	LOC708341	LOC696943	LOC706574	SETD7	LOC715302	PITHD1	KCTD18	ROGDI	PIM2	LOC697236	LOC693764	SLC4A10	LOC100427906	AFAP1L2	RASSF5	ATP6V1G2	CLEC4A	EXOC1	SBK1	ANO4	OMG	C11H12orf29	SMAD6
AGTPBP1	ABCB6	TDRD7	FGF14	SLC12A8	SOST	MNAT1	LOC100423976	CNGA3	UBL3	SLITRK5	ARHGAP12	LOC708552	FAF1	CD2AP	SNRPN	SNN	AMN1	KRBA2	CCDC3	SLC8A1	LOC717748	FBXO7	PLBD2	RAP1A	RDX	ATP8B2	LOC718099	PBXIP1	ANXA11	FUCA2	HTR2A	LOC708798	MEPCE	MTDH	FGD1	PIK3R5	PTER	PSMC6	IGIP
LOC100427470	TSPO	LOC702601	NRSN2	CAMKK2	GPR143	MAP3K6	FZD7	ADORA2A	PTPRU	PDE4DIP	DAG1	LOC699586	AXL	PSMA1	WDR1	RERE	LOC699276	KIAA0232	HSPA12A	BCL6	HCFC2	LOC715782	LOC708386	LOC100427307	LOC721685	EHHADH	PRMT2	FAM126B	SESN3	CD3D	KLHDC8B	ADIPOR1	PROX1	LOC702188	PC	LOC697661	TMOD3	C3H21orf91	TP53BP2
CAMSAP1L1	C10H20orf194	ZNF365	PLD5	CAMK2D	KLC4	CRADD	AMIGO2	LOC100429378	LOC100428834	LASS3	RPL31	SNPH	PINK1	LOC713855	AIRE	RAB31	LOC100430236	AREL1	DDX24	ZBTB26	CANT1	SLCO2B1	DIO2	RPF1	LOC713358	LOC718715	ZMIZ1	GRM1	LY86	HIGD1A	CDK5R2	MTERFD3	SERINC1	AMN1	TAL2	DOCK3	LOC707785	QSER1	GALNT14
SENP7	LOC719963	XPNPEP1	DCBLD2	ABCB6	LOC704029	LOC707845	SLC22A17	SORT1	RABEP1	LOC100423985	SPAG6	DDX58	TMEM17	ABCA5	LOC715236	ADAM22	NDUFB11	GPR12	INPP5E	SRP72	ZNF365	LOC718937	CCDC83	KIAA0247	LOR	FAM118B	PHF15	PTK2B	F2R	LOC711480	DDX58	KCNQ3	ECE2	CCDC15	C4H6orf108	YWHAQ	HS6ST2	LOC100426429	KIAA1310
LOC709886	LOC706468	TNFSF4	THAP10	LOC711999	C7H15orf59	NEFL	LOC706393	LOC709646	RAD21	TRPM3	PID1	GPM6A	HUWE1	HTR4	VPS36	IAH1	NMRK1	GPATCH4	CRYAB	KCNJ16	BBS2	LOC711164	SPOCK1	GTPBP10	TTC7A	ODZ1	TCP11L1	LOC100427196	DTWD1	CLYBL	CHID1	LOC712386	GUK1	ARHGEF37	LOC698286	LOC701364	FAM19A1	F3	WDR54
LOC708128	SC4MOL	PICALM	LOC700767	MCF2	GATA2	LOC710283	MKLN1	LASS4	FAM20C	GLT25D2	GALNT7	KCNC2	ASB13	GALNT13	PLBD1	GSTM2	C7H15orf61	PCDH8	AGL	LOC705921	LOC711254	MPPE1	LOC714407	DDIT4L	IQGAP1	SPATS2L	TMSB10	CD9	OSMR	CXHXorf36	LOC100426971	LOC708898	ECI2	LOC717748	NPR2	FGF14	GNB1	LOC719616	PTPLAD1
LOC708457	LOC698345	ZSWIM5	NFE2L3	CHST11	CDK12	RASSF6	NLK	LOC710076	PAPD5	CDKL2	ADCY2	GAP43	CPNE8	LOC721262	LOC703498	RDH12	RTCD1	ASXL2	ORAI3	PPM1A	RAD9A	AVPI1	DNAJB6	FKBP4	LOC697938	FAM76B	GNPTAB	CLDN10	CXCR4	AGL	FAM69A	ANK3	LOC722738	LOC704003	LOC696302	TDRD12	PIP5K1A	GLIPR1	LOC709080
ZCCHC14	PHYHIPL	LOC100424988	LPHN3	MOSC2	LOC100423442	LOC700541	NDUFB11	RCN2	ADRBK2	SFMBT2	HHEX	SDC4	GPCPD1	SYNGR3	LOC695164	CSTF2T	LOC100431074	RNPC3	SH3D19	LOC716586	NUDCD1	NPY	MAN2C1	PTK2B	LOC714211	CPEB1	PRSS12	LOC100425749	CASP8AP2	CD300E	C11orf17	XK	LOC721549	TIA1	YWHAH	LOC709988	LOC711199	FAM5C	EXT1
GAB2	NHEDC2	SPTSSB	CCDC147	C1H1orf95	LOC706967	TMEM106B	LOC711412	CAPZA2	KIFAP3	ATP10B	TAF5L	SPON1	LOC100429666	UBN1	PYROXD2	EIF3I	CREB3	LOC100430381	SELL	LAMP2	LOC100425521	NEURL1B	LOC100426196	C11H12orf26	ZC3H3	PPAT	FAT3	NFASC	ALG10B	DTNA	PYCR2	OXNAD1	GPR37	ATF6	CHRD	MED29	LOC716862	ESR1	LOC718626
FAM177A1	TERF1	LOC701270	LOC100430672	KRT1	ATP8B1	SLC45A4	SCD5	NEXN	NFXL1	CDH13	LOC709275	VAMP2	DAP3	KCNC1	LOC722863	USP53	LOC709436	SPINK2	PRMT2	HK2	LOC100428250	DHCR24	LOC716986	IQSEC1	TNFRSF11B	RASA1	RARA	NPHS2	UEVLD	NXPH1	STX17	ITFG2	AGXT2L2	ERBB4	KPTN	LOC100429112	SLC6A17	SHCBP1	TGFB3
TMEM30A	LOC717414	LOC708104	LOC703497	EXPH5	NEFL	WNT5A	REPIN1	LGALS2	LOC700147	JMY	RPS6	AK1	ENO2	PLAGL1	CCNA2	OSBPL11	LOC720589	TBC1D24	HIGD1A	ABI3BP	IFIH1	LOC718144	CORO2B	CRLF3	LOC706392	ENPEP	PCDH7	TRPC4	UHMK1	GIGYF1	COX19	USP2	LOC718626	LOC718529	ZMYND12	FANCG	LOC722623	PRRC2C	TMOD3
LCA5	CDKL1	LOC715526	HNRPH1	PGM3	LOC695921	ZNF799	CCDC15	SLK	LOC720510	SYBU	BMP7	PTPRA	MARCH4	ALK	LOC706196	MAP3K5	MRPS26	SIN3B	LOC704391	LOC712220	ANXA4	LINGO2	SNTB1	S1PR1	ZKSCAN5	GORASP2	AGFG1	EDA	FOXN2	ME1	GTF3A	CRYZ	CCNA1	ATRX	LOC711788	WT1	UBE2K	KLKB1	TMEM151B
PTCD3	CXCR7	DDX25	CTHRC1	LOC717276	NTSR2	TPCN1	ZNF397	LOC714631	GNPTAB	C14H11orf20	ZSWIM6	SNX10	HK1	ZNF146	MOSC1	ZNF664	ATPAF2	SETD6	LOC714302	LOC698659	PBLD	PDLIM5	SLC12A5	LOC700147	LOC712982	HNRNPK	TCF20	MAOB	SPRY1	TNFRSF10A	GABBR2	ETFDH	TRAF3IP3	LOC696056	FDFT1	ROPN1B	NUFIP1	LRRC37A3	LOC700888
LOC717117	FOLH1	CHDH	DRAM1	KNDC1	KIF3C	KLHL32	LOC698144	TMEM159	CXCL14	ARRDC4	PIH1D3	LOC714010	USP11	RRN3	SERINC5	TAGLN3	TMEM26	IPO4	PIK3R1	TOLLIP	RTKN	SGSM2	LOC717481	GABRA2	CRYBA2	ERBB2IP	CNOT7	AFAP1L2	KITLG	LOC716641	ELMOD1	MAST3	LOC719786	LOC100423442	PPP6R2	ASB13	LOC710209	CPA1	WDR1
SYN3	KLHDC1	DCAF12L2	FGF2	LOC100425364	NIF3L1	FYCO1	CDH26	BBS7	NIM1	SGSM2	LOC703155	C14H11orf9	ALK	LOC694145	UBL5	LOC699586	AP1M1	CENPN	MFAP3L	STOM	LOC701037	FAM60A	GABBR1	FAM210A	SELL	C5H4orf33	LOC712349	KIFC3	PPM1K	SMAD9	DLG3	COPS5	RIC8A	PRRX1	LOC712588	PCDH9	PAPD4	ARHGEF3	PPIF
DOK4	TBC1D1	LOC696190	GREB1	LOC716385	CCDC92	BNC2	RPL4	DZIP1	NT5C3	MAGED4B	LOC719036	MTDH	CHMP1A	NPY	BANP	SGSM2	WDR54	SLC35E1	ELF2	LOC719089	NAT2	FGF10	COL21A1	GPR180	EXPH5	PPP2R1A	PHF20L1	EHBP1L1	KCNAB1	GPRIN1	TMCC3	LOC706585	TMEM101	DNAJB6	C7H15orf59	TMEM200C	LOC707266	LOC710830	IFIT1
LOC694472	TMEM215	LOC710758	DNAH7	ATP1B1	CDH7	ZNF540	ZMAT1	ADM	PTPRO	GLRA3	ARL1	ICAM1	WARS	IPO11	CERK	SNRNP25	CTNNAL1	SLC26A2	WDR16	LOC716970	PRDM5	NDUFA8	ETAA1	PLS1	STC2	CDK2AP1	LOC712403	CCDC27	CEP192	MCF2	NMRK1	GDE1	C9H10orf10	GPR158	FLNB	MRPL44	LOC703950	XPA	LOC714001
MYT1	GNG11	PCDHA6	MYH3	USP25	CD36	TMEM182	LOC709083	ABO	VPS52	PEG3	TP53I3	NR2E1	VTI1B	LOC714010	SLC4A10	GPR64	SGSM3	ISL1	UBE3C	LOC704283	LOC703950	LOC100429545	ABT1	TCEANC2	COX6A2	LOC709535	RAB3B	PLA2G7	MYEF2	ROBO1	LOC700039	MAT2A	C14H11orf9	PPP1R2	LOC718099	ACSS2	CCDC126	COX20	LOC707708
BOD1L	GABRA2	PROX1	LMLN	AP2A2	NCK1	COL4A3	SLC25A32	PRSS16	LOC706465	GNPTAB	CD48	LOC701579	LOC710619	GREB1	DNAJB11	TMEM245	MED29	CEP350	CMTM2	TFPI	IGSF1	TST	PTPRE	SIGLEC5	NOX1	ERCC4	GABBR1	HGF	KCNS2	ITM2A	FBXO25	NPY2R	ATP2B3	LOC710534	TBC1D13	NEDD4	HTR1E	BRAP	ITPK1
HIPK3	ANKRD50	LOC100428825	NKRF	TMEM22	SIAE	LOC706290	LOC100427955	FOXJ1	NCALD	LOC711692	FAM126B	SLC16A12	MCOLN1	LOC714851	LOC706090	LOC694910	SEC24B	LINGO1	GMDS	ERLEC1	LOC697705	LOC694819	AMN1	RNF125	LOC100430175	CD82	CSRP1	ANK1	GLUD1	HHEX	LOC694878	DNM1	PKIG	ZMAT3	TCP11L1	LOC709607	LOC719508	AGFG1	ERBB4
BTBD10	RAB3GAP2	DDIT4L	TPM2	COX6B1	FMOD	BTBD10	CMTM5	LRRC16B	LOC694472	NAA20	LOC709535	LOC100429284	IRGQ	RPTOR	LRP12	CEP19	ERGIC3	FERMT2	SPR	PTPRE	KIF23	RGL1	RGS5	DTWD1	SAFB	LOC100424753	DKK3	SNX31	LOC695968	NRG3	ATP6V1G2	SP100	KCNQ3	LNPEP	LOC100425338	DOCK10	GNB5	INTS7	LOC100429666
LOC701067	SCG3	TMEM132C	SLC17A8	LOC697155	PGRMC1	BCAP29	PURA	STARD13	PSMB10	LOC694018	WDR17	ARSJ	TTC39A	LOC100425846	LOC722191	FBXW11	HK1	LOC710966	MAGEL2	COX11	CEP110	LOC716385	CAPRIN2	SEMA3E	RECQL5	DZIP3	ZNF721	ACACB	C12H2orf88	IPO13	CCND3	EIF1B	LOC695278	GAS2	LOC711212	ACTC1	LOC714732	CCDC126	BACE1
HLF	VSTM2A	CLCN4	PARP11	LARP1B	WDR60	GSG1L	NCAPH2	TPD52	LOC720209	LOC713899	GRIN2B	NPNT	LOC714410	CLIP4	SIGLEC5	FRA10AC1	SSX2IP	SCN8A	CYSTM1	LRRTM3	LOC100428139	HADHA	DECR1	EXOC7	LOC715977	TXLNA	LOC100429380	LMLN	JAG1	LOC100430378	LOC717086	FREM3	TMC7	TGFB2	LARP6	AIM1	LOC706873	GSKIP	NDUFA8
SEPT11	PCCA	IGSF21	ATP6AP2	LOC722137	NETO2	RAP2C	LOC100427724	GNPNAT1	LRIG2	EGR1	SWAP70	ARMC4	TPK1	BCAN	HOXD1	KRAS	LOC710495	C11H12orf68	FKBP1B	ORC3	PITX1	RDH12	LOC706210	LOC698659	KCNMA1	LOC694192	IAPP	SRGN	PHKB	ATAT1	SEC14L5	LAMA3	C10H20orf27	MBTD1	PPME1	GCA	FAM82B	CKMT2	LOC717104
SV2B	LOC100430629	ADSL	ATP11A	FUCA2	LOC712939	MAPK10	EIF2C1	LOC100428010	CARS	RND3	RAB3C	MOBP	GNAS	LRRCC1	ANK3	LOC100427654	LOC705778	PODXL	ABCC10	SLC40A1	UHRF1BP1L	LOC699403	C11orf59	PAQR8	LOC100423589	SNX10	LOC698668	NHLH1	FSTL5	LOC100428777	KCNA1	HGF	TAF10	GUF1	KHNYN	SRM	LOC696449	MARVELD2	INPP5F
KIF21A	LOC100430376	ARHGAP24	GLMN	SUSD4	TMEM138	ETFB	BTC	CDH19	FLVCR1	DOCK4	LOC718903	KIF21A	C3H7orf55	NHEDC2	ADRA1A	C2CD2	FLOT2	RORB	LOC100425851	MFSD4	PDP1	GSX1	LOC720005	CACNB2	DCK	ZFP106	CD83	SPINK5	PRKAA1	LOC100428359	AHCYL1	TRPC3	FLOT1	LOC100424738	L3MBTL4	KIF3C	PDGFA	ZNF347	GK
RABEP1	PTPRO	TDRD12	CACYBP	DYNLT3	LOC722368	TIPARP	CENPC1	TRIM21	PCDH17	MKL2	GNB1	LAMP2	PF4	ELMO2	LOC695005	TCP11L1	GAS6	DDX27	GRIA2	GTF3C1	ZMAT1	SGPP2	ZC3H12C	LOC701524	SREK1	INTS10	LOC693737	RGS4	LRRC8C	KCNK1	KCNMB2	BROX	RNF26	LOC718705	TM7SF3	MCTP1	C14H11orf30	RNF128	LOC707625
TBX3	PPIC	PROCA1	LOC706042	DPYS	NARS2	ROM1	COLQ	LOC708348	C4H6orf228	MAP3K5	CDK6	SMARCA5	DNAI1	CACNB4	CETN2	C4H6orf165	PSME1	MOSC2	LOC712742	ADK	SP100	LDLRAD4	C8H8orf46	LOC100424714	LOC100430016	MTHFD1L	LOC721549	LOC100424049	LOC712092	VAMP2	BMP4	F3	TTC18	SREK1	WNK2	PNMA3	IFI27	SULT2A1	USP40
MTMR9	TGFBI	MLLT11	TPPP3	PHLPP1	NPTX1	MLLT6	MTERFD3	KCTD3	GPD1	SNX32	GNB5	JHDM1D	LOC703753	NOMO1	SLC4A9	UNC5D	ITGAV	RBL1	PIK3IP1	CYP1B1	EFCAB3	LOC722507	CYP2R1	TSPAN15	ARPM1	MFAP3L	TDG	CLIP3	LOC704147	DNM1	C3H7orf23	CYYR1	HR	ATM	C19H19orf10	LOC706455	STK39	CSGALNACT1	MYOZ3
EXTL2	EXT1	LOC719101	NKAP	GPR22	MICALL2	ARHGAP20	LOC697661	AP4S1	MKL2	EID1	CNN3	LOC100428139	MICALL1	LOC718005	SUPT6H	LOC100430974	LOC704080	ZZEF1	LOC716334	FGL2	LOC697905	CNTNAP4	TPM1	LOC100429784	ENPP1	BHMT	SMEK2	THRA	SSR2	KCNS3	ZZEF1	SYCP3	SIRT5	LOC697538	RAI14	LOC716736	LOC708566	LOC708314	BAG3
FAM110B	TRPC4	LRFN2	LOC711835	FOLR2	BAIAP2	LOC712353	LRP12	CACYBP	LRRC8B	HTR1A	TGFBR2	VMO1	LOC706046	NQO1	RADIL	FLT3	FAM118B	LOC711494	LOC719616	SLC4A10	PAM16	DCDC2	ATP11A	GYG1	LOC701153	STAT5A	CGREF1	CBLN2	LOC719213	C7orf46	RER1	LOC100426798	WWC1	MBLAC2	ANXA1	LOC708716	LOC712819	TNFRSF10A	TRIM66
TAGLN3	LRP11	ATM	LOC100428383	CTBS	LOC702226	ZAK	LOC708973	IRF2BPL	ACOT7	LOC716225	STARD3NL	LOC716670	UBAC2	GSTA4	BDNF	EMG1	CASKIN1	LOC710690	LOC708028	LOC717901	LOC722581	MAPK10	SBDS	EPHA4	CDC42EP2	KCTD4	ZCCHC14	NACC2	LOC702906	OLFML2A	RFX2	PTK2B	LOC100429949	LYSMD2	LOC699883	ST5	LOC694910	TMEM194B	PDP2
CHD3	HERC6	PTN	RPH3A	YWHAB	PER1	SLC6A8	MUTED	KRT34	TCP11L1	ABCA8	LOC717705	BTNL8	SLC8A3	KSR1	ZBTB3	SSFA2	MLH3	RBM33	ITM2C	BHLHE22	ADPRH	GAB3	LOC100428825	ATF6B	LOC714758	ANKRD6	IGFBP3	EPHA6	NPAT	ENTPD4	TCTA	NHEDC2	PPP6R1	LOC714346	POLR3H	SMC4	EFNA5	CNTN3	OTUD7A
EZR	TSPAN12	IFIT1	RIN2	CPLX3	ELMSAN1	CA2	RASGRP3	LOC709017	SLC36A1	SCUBE2	THUMPD1	BTAF1	CA4	LOC714042	FAAH2	LOC715339	GTF3C2	PDPR	PADI2	PRPF40A	PDLIM4	DMRTC1	MAPK1	FAM222A	LOC712938	CHD2	TRIM7	STOX2	LOC701572	USP16	LOC708784	MAPKAPK5	GAPDH	BCO2	CCDC151	LXN	SRP72	NDUFAF4	TDRP
CAMKK2	STAT2	GLIPR1	PPP2R2C	SGIP1	LOC716776	DCBLD1	CD74	LOC703155	SNX16	FBXO31	SORCS1	MET	ANKHD1	OMG	LOC714794	HSPB11	RHBDL1	ASB13	GLS	DKK1	LOC704198	LOC710911	HSP90B1	BBS5	INO80E	ANKRD34C	SBNO1	DOCK7	FAXDC2	LOC696739	PTDSS2	TDRD6	LOC722013	C4H6orf228	GLUL	TEX30	CPEB2	ZNF146	FBXO25
GCFC1	WDR20	LOC722372	ANKRD53	GNG7	ABLIM2	PNP	LOC716712	LOC713154	ZNF331	IL27RA	ENPP2	LOC721611	DPAGT1	TSPAN12	LOC100427752	LOC696692	LOC722599	TOX	C9orf4	CADPS2	ERMN	EPX	GALNTL1	LOC100429328	KDM5A	OPRD1	PDE5A	PON2	SLC20A2	WNT6	SYNJ2BP	TP53INP2	LOC693573	MFSD6	LOC718426	LOC716922	SNX4	EFS	LOC696998
MYO5A	SSPN	NEGR1	ANXA7	CAMK1	GPC5	GRAMD2	RANGAP1	ING1	SORBS2	UBXN10	HMMR	NBR1	LGI3	TRMT13	RAD54L	LOC100430657	EXOC3L4	VCAN	SLC22A15	POLE2	SMC5	EPB41L1	NAV1	CAPZA2	ARL15	DUSP3	LOC722401	RET	CYP4V2	CPT2	DPP3	THY1	LOC717832	NNT	CIB1	TP53I3	EDNRB	TM4SF1	MYCL1
SLC25A12	HIGD1A	LOC717705	HSPA4L	MAP3K4	CCDC149	RCN2	DAPK3	LOC700098	LOC712349	PARP8	ARFGAP3	TRIM3	HYOU1	EXTL1	APOBEC3H	SLU7	LOC703785	AFF2	LOC100423832	WAPAL	RRM1	LOC713917	PEX13	CADPS2	PPP1R1B	SUSD4	RNF128	B3GNT1	EXOC8	SULT2A1	LOC100424549	LOC100424132	SRRM5	SNX16	ATHL1	LOC712238	PCDHAC2	ARL4D	ZZEF1
